Document_ID,prompt_id,label
AR_gpt-4o_17_59_1171,44,0
AR_gpt-4o_17_75_1496,75,1
AR_gpt-4o_17_75_1496,141,-1
AR_gpt-4o_17_75_1496,44,0
AR_gpt-4o_15_53_1055,53,1
AR_gpt-4o_15_53_1055,71,-1
AR_gpt-4o_15_53_1055,126,0
AR_gpt-4o_13_81_1614,81,1
AR_gpt-4o_13_81_1614,73,-1
AR_gpt-4o_13_81_1614,135,0
AR_gpt-4o_2_95_1897,95,1
AR_gpt-4o_2_95_1897,137,-1
AR_gpt-4o_2_95_1897,143,0
AR_gpt-4o_13_60_1192,60,1
AR_gpt-4o_13_60_1192,34,-1
AR_gpt-4o_13_60_1192,81,0
AR_gpt-4o_3_92_1840,92,1
AR_gpt-4o_3_92_1840,86,-1
AR_gpt-4o_3_92_1840,19,0
AR_gpt-4o_6_56_1113,56,1
AR_gpt-4o_6_56_1113,161,-1
AR_gpt-4o_6_56_1113,109,0
AR_gpt-4o_11_93_1856,93,1
AR_gpt-4o_11_93_1856,25,-1
AR_gpt-4o_11_93_1856,140,0
AR_gpt-4o_13_81_1615,81,1
AR_gpt-4o_13_81_1615,93,-1
AR_gpt-4o_13_81_1615,25,0
AR_gpt-4o_8_79_1572,79,1
AR_gpt-4o_8_79_1572,83,-1
AR_gpt-4o_8_79_1572,50,0
AR_gpt-4o_8_50_994,50,1
AR_gpt-4o_8_50_994,31,-1
AR_gpt-4o_8_50_994,58,0
AR_gpt-4o_9_86_1716,86,1
AR_gpt-4o_9_86_1716,51,-1
AR_gpt-4o_9_86_1716,146,0
AR_gpt-4o_17_59_1179,59,1
AR_gpt-4o_17_59_1179,8,-1
AR_gpt-4o_17_59_1179,45,0
AR_gpt-4o_15_97_1938,97,1
AR_gpt-4o_15_97_1938,131,-1
AR_gpt-4o_15_97_1938,115,0
AR_gpt-4o_13_82_1634,82,1
AR_gpt-4o_13_82_1634,94,-1
AR_gpt-4o_13_82_1634,135,0
AR_gpt-4o_6_70_1397,70,1
AR_gpt-4o_6_70_1397,161,-1
AR_gpt-4o_6_70_1397,12,0
AR_gpt-4o_3_91_1819,91,1
AR_gpt-4o_3_91_1819,123,-1
AR_gpt-4o_3_91_1819,19,0
AR_gpt-4o_20_160_3193,160,1
AR_gpt-4o_20_160_3193,132,-1
AR_gpt-4o_20_160_3193,161,0
AR_gpt-4o_4_66_1315,66,1
AR_gpt-4o_4_66_1315,96,-1
AR_gpt-4o_4_66_1315,8,0
AR_gpt-4o_9_85_1697,85,1
AR_gpt-4o_9_85_1697,91,-1
AR_gpt-4o_9_85_1697,145,0
AR_gpt-4o_19_157_3133,157,1
AR_gpt-4o_19_157_3133,119,-1
AR_gpt-4o_19_157_3133,156,0
AR_gpt-4o_9_86_1720,86,1
AR_gpt-4o_9_86_1720,57,-1
AR_gpt-4o_9_86_1720,43,0
AR_gpt-4o_8_79_1574,79,1
AR_gpt-4o_8_79_1574,6,-1
AR_gpt-4o_8_79_1574,16,0
AR_gpt-4o_6_56_1115,56,1
AR_gpt-4o_6_56_1115,28,-1
AR_gpt-4o_6_56_1115,72,0
AR_gpt-4o_2_95_1894,95,1
AR_gpt-4o_2_95_1894,100,-1
AR_gpt-4o_2_95_1894,32,0
AR_gpt-4o_6_56_1111,56,1
AR_gpt-4o_6_56_1111,113,-1
AR_gpt-4o_6_56_1111,109,0
AR_gpt-4o_6_72_1435,72,1
AR_gpt-4o_6_72_1435,142,-1
AR_gpt-4o_6_72_1435,11,0
AR_gpt-4o_14_73_1460,73,1
AR_gpt-4o_14_73_1460,50,-1
AR_gpt-4o_14_73_1460,55,0
AR_gpt-4o_20_160_3197,160,1
AR_gpt-4o_20_160_3197,160,-1
AR_gpt-4o_20_160_3197,159,0
AR_gpt-4o_14_73_1458,73,1
AR_gpt-4o_14_73_1458,137,-1
AR_gpt-4o_14_73_1458,132,0
AR_gpt-4o_6_70_1400,70,1
AR_gpt-4o_6_70_1400,52,-1
AR_gpt-4o_6_70_1400,56,0
AR_gpt-4o_6_56_1119,56,1
AR_gpt-4o_6_56_1119,37,-1
AR_gpt-4o_6_56_1119,70,0
AR_gpt-4o_14_55_1099,55,1
AR_gpt-4o_14_55_1099,42,-1
AR_gpt-4o_14_55_1099,26,0
AR_gpt-4o_11_93_1855,93,1
AR_gpt-4o_11_93_1855,118,-1
AR_gpt-4o_11_93_1855,94,0
AR_gpt-4o_12_78_1556,78,1
AR_gpt-4o_12_78_1556,121,-1
AR_gpt-4o_12_78_1556,30,0
AR_gpt-4o_6_80_1593,80,1
AR_gpt-4o_6_80_1593,100,-1
AR_gpt-4o_6_80_1593,109,0
AR_gpt-4o_12_52_1032,52,1
AR_gpt-4o_12_52_1032,26,-1
AR_gpt-4o_12_52_1032,134,0
AR_gpt-4o_9_86_1714,86,1
AR_gpt-4o_9_86_1714,87,-1
AR_gpt-4o_9_86_1714,39,0
AR_gpt-4o_6_70_1391,70,1
AR_gpt-4o_6_70_1391,104,-1
AR_gpt-4o_6_70_1391,118,0
AR_gpt-4o_13_82_1637,82,1
AR_gpt-4o_13_82_1637,18,-1
AR_gpt-4o_13_82_1637,81,0
AR_gpt-4o_6_74_1472,74,1
AR_gpt-4o_6_74_1472,160,-1
AR_gpt-4o_6_74_1472,112,0
AR_gpt-4o_15_97_1936,97,1
AR_gpt-4o_15_97_1936,86,-1
AR_gpt-4o_15_97_1936,126,0
AR_gpt-4o_16_84_1674,84,1
AR_gpt-4o_16_84_1674,81,-1
AR_gpt-4o_16_84_1674,137,0
AR_gpt-4o_18_154_3074,154,1
AR_gpt-4o_18_154_3074,43,-1
AR_gpt-4o_18_154_3074,155,0
AR_gpt-4o_11_93_1854,93,1
AR_gpt-4o_11_93_1854,130,-1
AR_gpt-4o_11_93_1854,23,0
AR_gpt-4o_6_80_1598,80,1
AR_gpt-4o_6_80_1598,88,-1
AR_gpt-4o_6_80_1598,109,0
AR_gpt-4o_9_85_1699,85,1
AR_gpt-4o_9_85_1699,103,-1
AR_gpt-4o_9_85_1699,47,0
AR_gpt-4o_4_67_1340,67,1
AR_gpt-4o_4_67_1340,29,-1
AR_gpt-4o_4_67_1340,141,0
AR_gpt-4o_4_66_1311,66,1
AR_gpt-4o_4_66_1311,92,-1
AR_gpt-4o_4_66_1311,67,0
AR_gpt-4o_15_69_1372,69,1
AR_gpt-4o_15_69_1372,94,-1
AR_gpt-4o_15_69_1372,63,0
AR_gpt-4o_11_94_1880,94,1
AR_gpt-4o_11_94_1880,41,-1
AR_gpt-4o_11_94_1880,93,0
AR_gpt-4o_13_60_1200,60,1
AR_gpt-4o_13_60_1200,46,-1
AR_gpt-4o_13_60_1200,25,0
AR_gpt-4o_2_96_1913,96,1
AR_gpt-4o_2_96_1913,160,-1
AR_gpt-4o_2_96_1913,144,0
AR_gpt-4o_17_59_1178,59,1
AR_gpt-4o_17_59_1178,93,-1
AR_gpt-4o_17_59_1178,38,0
AR_gpt-4o_3_92_1831,92,1
AR_gpt-4o_3_92_1831,83,-1
AR_gpt-4o_3_92_1831,33,0
AR_gpt-4o_17_76_1515,76,1
AR_gpt-4o_17_76_1515,132,-1
AR_gpt-4o_17_76_1515,99,0
AR_gpt-4o_15_64_1272,64,1
AR_gpt-4o_15_64_1272,96,-1
AR_gpt-4o_15_64_1272,113,0
AR_gpt-4o_20_160_3200,160,1
AR_gpt-4o_20_160_3200,156,-1
AR_gpt-4o_20_160_3200,161,0
AR_gpt-4o_12_52_1031,52,1
AR_gpt-4o_12_52_1031,121,-1
AR_gpt-4o_12_52_1031,133,0
AR_gpt-4o_14_73_1459,73,1
AR_gpt-4o_14_73_1459,138,-1
AR_gpt-4o_14_73_1459,55,0
AR_gpt-4o_8_58_1152,58,1
AR_gpt-4o_8_58_1152,59,-1
AR_gpt-4o_8_58_1152,17,0
AR_gpt-4o_6_61_1217,61,1
AR_gpt-4o_6_61_1217,153,-1
AR_gpt-4o_6_61_1217,70,0
AR_gpt-4o_13_82_1631,82,1
AR_gpt-4o_13_82_1631,67,-1
AR_gpt-4o_13_82_1631,60,0
AR_gpt-4o_11_93_1859,93,1
AR_gpt-4o_11_93_1859,146,-1
AR_gpt-4o_11_93_1859,94,0
AR_gpt-4o_20_160_3196,160,1
AR_gpt-4o_20_160_3196,23,-1
AR_gpt-4o_20_160_3196,159,0
AR_gpt-4o_6_61_1213,61,1
AR_gpt-4o_6_61_1213,30,-1
AR_gpt-4o_6_61_1213,112,0
AR_gpt-4o_6_104_2063,104,1
AR_gpt-4o_6_104_2063,130,-1
AR_gpt-4o_6_104_2063,118,0
AR_gpt-4o_20_161_3202,161,1
AR_gpt-4o_20_161_3202,94,-1
AR_gpt-4o_20_161_3202,160,0
AR_gpt-4o_6_118_2345,118,1
AR_gpt-4o_6_118_2345,157,-1
AR_gpt-4o_6_118_2345,74,0
AR_gpt-4o_6_118_2341,118,1
AR_gpt-4o_6_118_2341,67,-1
AR_gpt-4o_6_118_2341,11,0
AR_gpt-4o_13_136_2701,136,1
AR_gpt-4o_13_136_2701,158,-1
AR_gpt-4o_13_136_2701,135,0
AR_gpt-4o_6_107_2121,107,1
AR_gpt-4o_6_107_2121,152,-1
AR_gpt-4o_6_107_2121,57,0
AR_gpt-4o_17_148_2946,148,1
AR_gpt-4o_17_148_2946,44,-1
AR_gpt-4o_17_148_2946,76,0
AR_gpt-4o_8_121_2409,121,1
AR_gpt-4o_8_121_2409,59,-1
AR_gpt-4o_8_121_2409,58,0
AR_gpt-4o_12_133_2648,133,1
AR_gpt-4o_12_133_2648,144,-1
AR_gpt-4o_12_133_2648,30,0
AR_gpt-4o_4_141_2803,141,1
AR_gpt-4o_4_141_2803,90,-1
AR_gpt-4o_4_141_2803,66,0
AR_gpt-4o_6_109_2166,109,1
AR_gpt-4o_6_109_2166,132,-1
AR_gpt-4o_6_109_2166,56,0
AR_gpt-4o_15_101_2006,101,1
AR_gpt-4o_15_101_2006,93,-1
AR_gpt-4o_15_101_2006,115,0
AR_gpt-4o_15_108_2146,108,1
AR_gpt-4o_15_108_2146,152,-1
AR_gpt-4o_15_108_2146,64,0
AR_gpt-4o_19_158_3143,158,1
AR_gpt-4o_19_158_3143,70,-1
AR_gpt-4o_19_158_3143,156,0
AR_gpt-4o_9_146_2907,146,1
AR_gpt-4o_9_146_2907,87,-1
AR_gpt-4o_9_146_2907,47,0
AR_gpt-4o_4_141_2808,141,1
AR_gpt-4o_4_141_2808,62,-1
AR_gpt-4o_4_141_2808,142,0
AR_gpt-4o_16_138_2750,138,1
AR_gpt-4o_16_138_2750,74,-1
AR_gpt-4o_16_138_2750,34,0
AR_gpt-4o_15_113_2249,113,1
AR_gpt-4o_15_113_2249,120,-1
AR_gpt-4o_15_113_2249,69,0
AR_gpt-4o_18_155_3084,155,1
AR_gpt-4o_18_155_3084,132,-1
AR_gpt-4o_18_155_3084,154,0
AR_gpt-4o_9_146_2904,146,1
AR_gpt-4o_9_146_2904,84,-1
AR_gpt-4o_9_146_2904,20,0
AR_gpt-4o_15_101_2004,101,1
AR_gpt-4o_15_101_2004,96,-1
AR_gpt-4o_15_101_2004,53,0
AR_gpt-4o_15_124_2467,124,1
AR_gpt-4o_15_124_2467,24,-1
AR_gpt-4o_15_124_2467,126,0
AR_gpt-4o_15_113_2247,113,1
AR_gpt-4o_15_113_2247,140,-1
AR_gpt-4o_15_113_2247,53,0
AR_gpt-4o_9_146_2905,146,1
AR_gpt-4o_9_146_2905,150,-1
AR_gpt-4o_9_146_2905,20,0
AR_gpt-4o_6_112_2224,112,1
AR_gpt-4o_6_112_2224,17,-1
AR_gpt-4o_6_112_2224,109,0
AR_gpt-4o_15_108_2147,108,1
AR_gpt-4o_15_108_2147,52,-1
AR_gpt-4o_15_108_2147,48,0
AR_gpt-4o_11_139_2762,139,1
AR_gpt-4o_11_139_2762,67,-1
AR_gpt-4o_11_139_2762,94,0
AR_gpt-4o_15_113_2248,113,1
AR_gpt-4o_15_113_2248,12,-1
AR_gpt-4o_15_113_2248,124,0
AR_gpt-4o_15_113_2243,113,1
AR_gpt-4o_15_113_2243,32,-1
AR_gpt-4o_15_113_2243,63,0
AR_gpt-4o_15_115_2285,115,1
AR_gpt-4o_15_115_2285,101,-1
AR_gpt-4o_15_115_2285,69,0
AR_gpt-4o_20_161_3209,161,1
AR_gpt-4o_20_161_3209,111,-1
AR_gpt-4o_20_161_3209,160,0
AR_gpt-4o_16_137_2730,137,1
AR_gpt-4o_16_137_2730,134,-1
AR_gpt-4o_16_137_2730,40,0
AR_gpt-4o_18_155_3085,155,1
AR_gpt-4o_18_155_3085,129,-1
AR_gpt-4o_18_155_3085,154,0
AR_gpt-4o_6_118_2344,118,1
AR_gpt-4o_6_118_2344,18,-1
AR_gpt-4o_6_118_2344,57,0
AR_gpt-4o_16_137_2729,137,1
AR_gpt-4o_16_137_2729,90,-1
AR_gpt-4o_16_137_2729,34,0
AR_gpt-4o_16_137_2728,137,1
AR_gpt-4o_16_137_2728,158,-1
AR_gpt-4o_16_137_2728,40,0
AR_gpt-4o_9_146_2910,146,1
AR_gpt-4o_9_146_2910,66,-1
AR_gpt-4o_9_146_2910,20,0
AR_gpt-4o_18_155_3087,155,1
AR_gpt-4o_18_155_3087,136,-1
AR_gpt-4o_18_155_3087,154,0
AR_gpt-4o_4_141_2802,141,1
AR_gpt-4o_4_141_2802,155,-1
AR_gpt-4o_4_141_2802,7,0
AR_gpt-4o_15_113_2246,113,1
AR_gpt-4o_15_113_2246,159,-1
AR_gpt-4o_15_113_2246,101,0
AR_gpt-4o_16_137_2725,137,1
AR_gpt-4o_16_137_2725,142,-1
AR_gpt-4o_16_137_2725,34,0
AR_gpt-4o_3_151_3009,151,1
AR_gpt-4o_3_151_3009,143,-1
AR_gpt-4o_3_151_3009,5,0
AR_gpt-4o_12_103_2047,103,1
AR_gpt-4o_12_103_2047,132,-1
AR_gpt-4o_12_103_2047,78,0
AR_gpt-4o_6_112_2227,112,1
AR_gpt-4o_6_112_2227,141,-1
AR_gpt-4o_6_112_2227,61,0
AR_gpt-4o_6_129_2563,129,1
AR_gpt-4o_6_129_2563,138,-1
AR_gpt-4o_6_129_2563,56,0
AR_gpt-4o_15_101_2008,101,1
AR_gpt-4o_15_101_2008,13,-1
AR_gpt-4o_15_101_2008,63,0
AR_gpt-4o_16_137_2723,137,1
AR_gpt-4o_16_137_2723,26,-1
AR_gpt-4o_16_137_2723,138,0
AR_gpt-4o_12_133_2643,133,1
AR_gpt-4o_12_133_2643,39,-1
AR_gpt-4o_12_133_2643,78,0
AR_gpt-4o_3_152_3024,152,1
AR_gpt-4o_3_152_3024,141,-1
AR_gpt-4o_3_152_3024,92,0
AR_gpt-4o_3_151_3005,151,1
AR_gpt-4o_3_151_3005,159,-1
AR_gpt-4o_3_151_3005,33,0
AR_gpt-4o_13_135_2684,135,1
AR_gpt-4o_13_135_2684,7,-1
AR_gpt-4o_13_135_2684,82,0
AR_gpt-4o_12_133_2649,133,1
AR_gpt-4o_12_133_2649,65,-1
AR_gpt-4o_12_133_2649,52,0
AR_gpt-4o_8_121_2410,121,1
AR_gpt-4o_8_121_2410,46,-1
AR_gpt-4o_8_121_2410,50,0
AR_gpt-4o_17_147_2926,147,1
AR_gpt-4o_17_147_2926,73,-1
AR_gpt-4o_17_147_2926,45,0
AR_gpt-4o_6_112_2221,112,1
AR_gpt-4o_6_112_2221,96,-1
AR_gpt-4o_6_112_2221,74,0
AR_gpt-4o_15_124_2465,124,1
AR_gpt-4o_15_124_2465,125,-1
AR_gpt-4o_15_124_2465,64,0
AR_gpt-4o_2_143_2849,143,1
AR_gpt-4o_2_143_2849,16,-1
AR_gpt-4o_2_143_2849,3,0
AR_gpt-4o_15_124_2461,124,1
AR_gpt-4o_15_124_2461,19,-1
AR_gpt-4o_15_124_2461,115,0
AR_gpt-4o_11_139_2769,139,1
AR_gpt-4o_11_139_2769,158,-1
AR_gpt-4o_11_139_2769,140,0
AR_gpt-4o_11_140_2790,140,1
AR_gpt-4o_11_140_2790,10,-1
AR_gpt-4o_11_140_2790,23,0
AR_gpt-4o_12_103_2048,103,1
AR_gpt-4o_12_103_2048,66,-1
AR_gpt-4o_12_103_2048,134,0
AR_gpt-4o_14_132_2626,132,1
AR_gpt-4o_14_132_2626,58,-1
AR_gpt-4o_14_132_2626,55,0
AR_gpt-4o_6_104_2065,104,1
AR_gpt-4o_6_104_2065,145,-1
AR_gpt-4o_6_104_2065,11,0
AR_gpt-4o_8_121_2402,121,1
AR_gpt-4o_8_121_2402,8,-1
AR_gpt-4o_8_121_2402,16,0
AR_gpt-4o_3_151_3007,151,1
AR_gpt-4o_3_151_3007,71,-1
AR_gpt-4o_3_151_3007,152,0
AR_gpt-4o_13_136_2706,136,1
AR_gpt-4o_13_136_2706,139,-1
AR_gpt-4o_13_136_2706,25,0
AR_gpt-4o_16_138_2749,138,1
AR_gpt-4o_16_138_2749,7,-1
AR_gpt-4o_16_138_2749,34,0
AR_gpt-4o_6_129_2568,129,1
AR_gpt-4o_6_129_2568,128,-1
AR_gpt-4o_6_129_2568,107,0
AR_gpt-4o_12_133_2646,133,1
AR_gpt-4o_12_133_2646,70,-1
AR_gpt-4o_12_133_2646,52,0
AR_gpt-4o_11_140_2786,140,1
AR_gpt-4o_11_140_2786,97,-1
AR_gpt-4o_11_140_2786,23,0
AR_gpt-4o_20_161_3206,161,1
AR_gpt-4o_20_161_3206,134,-1
AR_gpt-4o_20_161_3206,160,0
AR_gpt-4o_2_143_2845,143,1
AR_gpt-4o_2_143_2845,12,-1
AR_gpt-4o_2_143_2845,95,0
AR_gpt-4o_13_135_2686,135,1
AR_gpt-4o_13_135_2686,82,-1
AR_gpt-4o_13_135_2686,81,0
AR_gpt-4o_2_144_2866,144,1
AR_gpt-4o_2_144_2866,136,-1
AR_gpt-4o_2_144_2866,95,0
AR_gpt-4o_12_134_2668,134,1
AR_gpt-4o_12_134_2668,55,-1
AR_gpt-4o_12_134_2668,24,0
AR_gpt-4o_16_137_2724,137,1
AR_gpt-4o_16_137_2724,9,-1
AR_gpt-4o_16_137_2724,40,0
AR_gpt-4o_12_103_2050,103,1
AR_gpt-4o_12_103_2050,67,-1
AR_gpt-4o_12_103_2050,133,0
AR_gpt-4o_9_146_2902,146,1
AR_gpt-4o_9_146_2902,137,-1
AR_gpt-4o_9_146_2902,145,0
AR_gpt-4o_15_113_2250,113,1
AR_gpt-4o_15_113_2250,104,-1
AR_gpt-4o_15_113_2250,69,0
AR_gpt-4o_12_134_2664,134,1
AR_gpt-4o_12_134_2664,103,-1
AR_gpt-4o_12_134_2664,24,0
AR_gpt-4o_12_103_2049,103,1
AR_gpt-4o_12_103_2049,116,-1
AR_gpt-4o_12_103_2049,78,0
AR_gpt-4o_17_148_2942,148,1
AR_gpt-4o_17_148_2942,67,-1
AR_gpt-4o_17_148_2942,99,0
AR_gpt-4o_8_121_2405,121,1
AR_gpt-4o_8_121_2405,3,-1
AR_gpt-4o_8_121_2405,50,0
AR_gpt-4o_9_145_2889,145,1
AR_gpt-4o_9_145_2889,23,-1
AR_gpt-4o_9_145_2889,43,0
AR_gpt-4o_15_124_2469,124,1
AR_gpt-4o_15_124_2469,140,-1
AR_gpt-4o_15_124_2469,97,0
AR_gpt-4o_6_107_2122,107,1
AR_gpt-4o_6_107_2122,159,-1
AR_gpt-4o_6_107_2122,72,0
AR_gpt-4o_6_107_2127,107,1
AR_gpt-4o_6_107_2127,58,-1
AR_gpt-4o_6_107_2127,70,0
AR_gpt-4o_12_133_2644,133,1
AR_gpt-4o_12_133_2644,60,-1
AR_gpt-4o_12_133_2644,103,0
AR_gpt-4o_4_141_2809,141,1
AR_gpt-4o_4_141_2809,159,-1
AR_gpt-4o_4_141_2809,7,0
AR_gpt-4o_3_151_3003,151,1
AR_gpt-4o_3_151_3003,80,-1
AR_gpt-4o_3_151_3003,152,0
AR_gpt-4o_18_155_3086,155,1
AR_gpt-4o_18_155_3086,84,-1
AR_gpt-4o_18_155_3086,153,0
AR_gpt-4o_2_143_2841,143,1
AR_gpt-4o_2_143_2841,152,-1
AR_gpt-4o_2_143_2841,32,0
AR_gpt-4o_11_140_2788,140,1
AR_gpt-4o_11_140_2788,50,-1
AR_gpt-4o_11_140_2788,94,0
AR_gpt-4o_6_109_2170,109,1
AR_gpt-4o_6_109_2170,96,-1
AR_gpt-4o_6_109_2170,57,0
AR_gpt-4o_15_124_2462,124,1
AR_gpt-4o_15_124_2462,155,-1
AR_gpt-4o_15_124_2462,69,0
AR_gpt-4o_19_158_3145,158,1
AR_gpt-4o_19_158_3145,60,-1
AR_gpt-4o_19_158_3145,156,0
AR_gpt-4o_15_101_2007,101,1
AR_gpt-4o_15_101_2007,124,-1
AR_gpt-4o_15_101_2007,115,0
AR_gpt-4o_2_144_2862,144,1
AR_gpt-4o_2_144_2862,157,-1
AR_gpt-4o_2_144_2862,3,0
AR_gpt-4o_18_155_3088,155,1
AR_gpt-4o_18_155_3088,84,-1
AR_gpt-4o_18_155_3088,154,0
AR_gpt-4o_12_103_2041,103,1
AR_gpt-4o_12_103_2041,67,-1
AR_gpt-4o_12_103_2041,134,0
AR_gpt-4o_12_134_2666,134,1
AR_gpt-4o_12_134_2666,2,-1
AR_gpt-4o_12_134_2666,78,0
AR_gpt-4o_8_121_2404,121,1
AR_gpt-4o_8_121_2404,26,-1
AR_gpt-4o_8_121_2404,79,0
AR_gpt-4o_15_115_2282,115,1
AR_gpt-4o_15_115_2282,153,-1
AR_gpt-4o_15_115_2282,124,0
AR_gpt-4o_13_135_2688,135,1
AR_gpt-4o_13_135_2688,91,-1
AR_gpt-4o_13_135_2688,136,0
AR_gpt-4o_4_141_2810,141,1
AR_gpt-4o_4_141_2810,153,-1
AR_gpt-4o_4_141_2810,67,0
AR_gpt-4o_13_136_2703,136,1
AR_gpt-4o_13_136_2703,94,-1
AR_gpt-4o_13_136_2703,25,0
AR_gpt-4o_13_136_2704,136,1
AR_gpt-4o_13_136_2704,58,-1
AR_gpt-4o_13_136_2704,81,0
AR_gpt-4o_4_142_2823,142,1
AR_gpt-4o_4_142_2823,155,-1
AR_gpt-4o_4_142_2823,141,0
AR_gpt-4o_16_137_2726,137,1
AR_gpt-4o_16_137_2726,138,-1
AR_gpt-4o_16_137_2726,83,0
AR_gpt-4o_6_118_2343,118,1
AR_gpt-4o_6_118_2343,53,-1
AR_gpt-4o_6_118_2343,12,0
AR_gpt-4o_6_112_2230,112,1
AR_gpt-4o_6_112_2230,16,-1
AR_gpt-4o_6_112_2230,70,0
AR_gpt-4o_4_142_2821,142,1
AR_gpt-4o_4_142_2821,134,-1
AR_gpt-4o_4_142_2821,66,0
AR_gpt-4o_6_118_2347,118,1
AR_gpt-4o_6_118_2347,155,-1
AR_gpt-4o_6_118_2347,70,0
AR_gpt-4o_14_132_2624,132,1
AR_gpt-4o_14_132_2624,7,-1
AR_gpt-4o_14_132_2624,26,0
AR_gpt-4o_9_145_2885,145,1
AR_gpt-4o_9_145_2885,40,-1
AR_gpt-4o_9_145_2885,86,0
AR_gpt-4o_6_118_2348,118,1
AR_gpt-4o_6_118_2348,66,-1
AR_gpt-4o_6_118_2348,104,0
AR_gpt-4o_16_137_2727,137,1
AR_gpt-4o_16_137_2727,65,-1
AR_gpt-4o_16_137_2727,34,0
AR_gpt-4o_6_112_2229,112,1
AR_gpt-4o_6_112_2229,60,-1
AR_gpt-4o_6_112_2229,74,0
AR_gpt-4o_6_104_2064,104,1
AR_gpt-4o_6_104_2064,105,-1
AR_gpt-4o_6_104_2064,12,0
AR_gpt-4o_6_107_2128,107,1
AR_gpt-4o_6_107_2128,26,-1
AR_gpt-4o_6_107_2128,109,0
AR_gpt-4o_14_132_2625,132,1
AR_gpt-4o_14_132_2625,156,-1
AR_gpt-4o_14_132_2625,55,0
AR_gpt-4o_15_126_2503,126,1
AR_gpt-4o_15_126_2503,63,-1
AR_gpt-4o_15_126_2503,77,0
AR_gpt-4o_6_112_2228,112,1
AR_gpt-4o_6_112_2228,88,-1
AR_gpt-4o_6_112_2228,109,0
AR_gpt-4o_18_155_3089,155,1
AR_gpt-4o_18_155_3089,96,-1
AR_gpt-4o_18_155_3089,154,0
AR_gpt-4o_19_158_3142,158,1
AR_gpt-4o_19_158_3142,157,-1
AR_gpt-4o_19_158_3142,156,0
AR_gpt-4o_9_146_2908,146,1
AR_gpt-4o_9_146_2908,156,-1
AR_gpt-4o_9_146_2908,39,0
AR_gpt-4o_12_134_2669,134,1
AR_gpt-4o_12_134_2669,67,-1
AR_gpt-4o_12_134_2669,133,0
AR_gpt-4o_15_126_2506,126,1
AR_gpt-4o_15_126_2506,161,-1
AR_gpt-4o_15_126_2506,124,0
AR_gpt-4o_14_132_2627,132,1
AR_gpt-4o_14_132_2627,140,-1
AR_gpt-4o_14_132_2627,55,0
AR_gpt-4o_17_147_2927,147,1
AR_gpt-4o_17_147_2927,55,-1
AR_gpt-4o_17_147_2927,59,0
AR_gpt-4o_15_115_2287,115,1
AR_gpt-4o_15_115_2287,81,-1
AR_gpt-4o_15_115_2287,63,0
AR_gpt-4o_17_148_2944,148,1
AR_gpt-4o_17_148_2944,63,-1
AR_gpt-4o_17_148_2944,45,0
AR_gpt-4o_13_135_2687,135,1
AR_gpt-4o_13_135_2687,73,-1
AR_gpt-4o_13_135_2687,136,0
AR_gpt-4o_17_148_2945,148,1
AR_gpt-4o_17_148_2945,140,-1
AR_gpt-4o_17_148_2945,46,0
AR_gpt-4o_13_135_2683,135,1
AR_gpt-4o_13_135_2683,65,-1
AR_gpt-4o_13_135_2683,136,0
AR_gpt-4o_3_151_3008,151,1
AR_gpt-4o_3_151_3008,71,-1
AR_gpt-4o_3_151_3008,92,0
AR_gpt-4o_2_143_2846,143,1
AR_gpt-4o_2_143_2846,128,-1
AR_gpt-4o_2_143_2846,6,0
AR_gpt-4o_2_143_2847,143,1
AR_gpt-4o_2_143_2847,147,-1
AR_gpt-4o_2_143_2847,144,0
AR_gpt-4o_13_136_2702,136,1
AR_gpt-4o_13_136_2702,23,-1
AR_gpt-4o_13_136_2702,81,0
AR_gpt-4o_2_143_2844,143,1
AR_gpt-4o_2_143_2844,154,-1
AR_gpt-4o_2_143_2844,96,0
AR_gpt-4o_15_126_2510,126,1
AR_gpt-4o_15_126_2510,158,-1
AR_gpt-4o_15_126_2510,108,0
AR_gpt-4o_6_107_2129,107,1
AR_gpt-4o_6_107_2129,73,-1
AR_gpt-4o_6_107_2129,129,0
AR_gpt-4o_12_103_2042,103,1
AR_gpt-4o_12_103_2042,26,-1
AR_gpt-4o_12_103_2042,133,0
AR_gpt-4o_4_141_2805,141,1
AR_gpt-4o_4_141_2805,7,-1
AR_gpt-4o_4_141_2805,67,0
AR_gpt-4o_19_158_3141,158,1
AR_gpt-4o_19_158_3141,9,-1
AR_gpt-4o_19_158_3141,156,0
AR_gpt-4o_15_124_2463,124,1
AR_gpt-4o_15_124_2463,100,-1
AR_gpt-4o_15_124_2463,113,0
AR_gpt-4o_13_135_2690,135,1
AR_gpt-4o_13_135_2690,61,-1
AR_gpt-4o_13_135_2690,81,0
AR_gpt-4o_4_141_2804,141,1
AR_gpt-4o_4_141_2804,9,-1
AR_gpt-4o_4_141_2804,66,0
AR_gpt-4o_11_140_2784,140,1
AR_gpt-4o_11_140_2784,14,-1
AR_gpt-4o_11_140_2784,94,0
AR_gpt-4o_15_124_2468,124,1
AR_gpt-4o_15_124_2468,53,-1
AR_gpt-4o_15_124_2468,98,0
AR_gpt-4o_18_155_3083,155,1
AR_gpt-4o_18_155_3083,153,-1
AR_gpt-4o_18_155_3083,154,0
AR_gpt-4o_19_158_3147,158,1
AR_gpt-4o_19_158_3147,79,-1
AR_gpt-4o_19_158_3147,157,0
